"id";"cust_type";"first_name";"last_name";"ssn";"gender";"dob";"pref_market";"pref_share"
314;"Active";"Marty";"Bute";"123-99-7479";"M";;"Y";"Y"
315;"Active";"Willett";"Kymberly";"123-99-7479";"M";1975-05-07;"Y";"Y"
316;"Closed";"Hutchings";"Luana";"123-99-7479";"M";1934-02-11;"Y";"Y"
317;"Closed";"Mongiovi";"Wava";"123-99-7479";"M";1985-04-25;"Y";"Y"
318;"Active";"Beckie";"Bodle";"123-99-7479";"M";1950-08-08;"Y";"Y"
319;"Active";"Hildreth";"Alycia";"123-99-7479";"M";1972-06-20;"Y";"Y"
320;"Active";"Shomer";"Tuan";"123-99-7479";"M";1969-12-09;"Y";"Y"
321;"Active";"Stieff";"Priscilla";"123-99-7479";"F";1975-02-15;"Y";"Y"
322;"Active";"Laidler";"Jonnie";"123-99-7479";"M";1972-06-27;"Y";"Y"
323;"Active";"Bakey";"Florencia";"123-99-7479";"M";1945-07-03;"Y";"Y"
324;"Active";"Charter";"Mabel";"123-99-7479";"F";1983-03-15;"Y";"Y"
325;"Prospect";"Corrie";"Ibraham";"123-99-7479";"M";1981-06-23;"Y";"Y"
326;"Active";"Denver";"Wilging";"123-99-7479";"M";1991-02-01;"Y";"Y"
327;"Active";"Cantrall";"Joye";"123-99-7479";"M";1968-07-18;"Y";"Y"
328;"Active";"Wayt";"Diedre";"123-99-7479";"M";1953-02-27;"Y";"Y"
329;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1965-09-06;"Y";"Y"
330;"Active";"Rosetta";"Lawn";"123-99-7479";"M";;"Y";"Y"
331;"Active";"Melia";"Toelle";"123-99-7479";"M";1955-06-06;"Y";"Y"
332;"Closed";"Keepers";"Ezequiel";"123-99-7479";"M";;"Y";"Y"
333;"Closed";"Galloway";"Dalene";"123-99-7479";"M";1956-11-29;"Y";"Y"
334;"Active";"Suddreth";"Julee";"123-99-7479";"M";;"Y";"Y"
335;"Active";"Christy";"Kee";"123-99-7479";"F";1956-12-21;"Y";"Y"
336;"Closed";"Stinebuck";"Lashonda";"123-99-7479";"M";1984-09-27;"Y";"Y"
337;"Active";"Horth";"Chadwick";"123-99-7479";"M";1969-02-27;"Y";"Y"
338;"Active";"Prukop";"Stefania";"123-99-7479";"M";1952-04-04;"Y";"Y"
339;"Active";"Preuett";"Katharine";"123-99-7479";"M";1980-11-26;"Y";"Y"
340;"Prospect";"Salena";"Brendel";"123-99-7479";"M";1982-02-21;"Y";"Y"
341;"Prospect";"Madge";"Biagi";"123-99-7479";"M";2002-09-08;"Y";"Y"
342;"Active";"Debby";"Errera";"123-99-7479";"M";;"Y";"Y"
343;"Active";"Annetta";"Devivo";"123-99-7479";"M";1993-03-31;"Y";"Y"
344;"Active";"Lundsten";"Carolina";"123-99-7479";"M";1989-06-28;"Y";"Y"
345;"Active";"Theda";"Lopera";"123-99-7479";"M";;"Y";"Y"
346;"Closed";"Honohan";"Anh";"123-99-7479";"M";1977-05-12;"Y";"Y"
347;"Active";"Mulderig";"Julio";"123-99-7479";"M";1998-07-20;"Y";"Y"
348;"Active";"Mireille";"Forry";"123-99-7479";"M";1952-09-26;"Y";"Y"
349;"Active";"Rosenfeldt";"Lyn";"123-99-7479";"M";;"Y";"Y"
350;"Active";"Hemker";"Xiao";"123-99-7479";"M";1957-07-11;"Y";"Y"
351;"Active";"Whiter";"Jennefer";"123-99-7479";"M";1961-05-20;"Y";"Y"
352;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1943-06-06;"Y";"Y"
353;"Closed";"Vandebrake";"Herlinda";"123-99-7479";"M";1968-02-03;"Y";"Y"
354;"Active";"Pastian";"Tambra";"123-99-7479";"M";1959-05-13;"Y";"Y"
355;"Active";"Nethkin";"Karissa";"123-99-7479";"M";;"Y";"Y"
356;"Active";"Bryon";"Mortimer";"123-99-7479";"M";1938-06-24;"Y";"Y"
357;"Active";"Angelita";"Gettman";"123-99-7479";"M";1995-12-18;"Y";"Y"
358;"Prospect";"Cherico";"Vertie";"123-99-7479";"M";1951-01-27;"Y";"Y"
359;"Active";"Shaff";"Dayna";"123-99-7479";"M";1999-11-02;"Y";"Y"
360;"Prospect";"Berntsen";"Quincy";"123-99-7479";"M";1997-05-29;"Y";"Y"
361;"Active";"Musil";"Frankie";"123-99-7479";"M";1935-05-04;"Y";"Y"
362;"Closed";"Trisha";"Reinart";"123-99-7479";"M";1985-01-11;"Y";"Y"
363;"Active";"Hyun";"Ostberg";"123-99-7479";"M";1985-10-27;"Y";"Y"
364;"Active";"Nuding";"Tammy";"123-99-7479";"F";;"Y";"Y"
365;"Active";"Maggie";"Goehringer";"123-99-7479";"M";;"Y";"Y"
366;"Closed";"Then";"Emilia";"123-99-7479";"M";2004-09-28;"Y";"Y"
367;"Active";"McGinnis";"Fabiola";"123-99-7479";"M";1989-05-06;"Y";"Y"
368;"Active";"Bethay";"Latosha";"123-99-7479";"M";1985-06-14;"Y";"Y"
369;"Prospect";"Paola";"Carnegie";"123-99-7479";"M";;"Y";"Y"
370;"Active";"Evita";"Ferran";"123-99-7479";"M";1996-06-07;"Y";"Y"
371;"Active";"Juliet";"Smutnick";"123-99-7479";"M";1943-08-31;"Y";"Y"
372;"Active";"Jarred";"Kachikian";"123-99-7479";"M";1962-12-23;"Y";"Y"
373;"Active";"Gimm";"Emerald";"123-99-7479";"M";1954-08-20;"Y";"Y"
374;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
375;"Active";"Rinaudo";"Davina";"123-99-7479";"M";1978-08-09;"Y";"Y"
376;"Active";"Romine";"Sierra";"123-99-7479";"M";1947-05-04;"Y";"Y"
377;"Active";"Branda";"Hickernell";"123-99-7479";"M";1946-07-20;"Y";"Y"
378;"Active";"Chessman";"Gemma";"123-99-7479";"M";2004-08-19;"Y";"Y"
379;"Prospect";"Cherish";"Sheinberg";"123-99-7479";"M";1988-05-22;"Y";"Y"
380;"Prospect";"Hope";"Nusz";"123-99-7479";"M";1974-03-03;"Y";"Y"
381;"Active";"Malka";"Greenan";"123-99-7479";"M";1959-04-16;"Y";"Y"
382;"Active";"Luinstra";"Cythia";"123-99-7479";"M";1954-09-09;"Y";"Y"
383;"Active";"Demange";"Melinda";"123-99-7479";"F";2003-04-11;"Y";"Y"
384;"Active";"Taflinger";"Cheryll";"123-99-7479";"M";1978-04-24;"Y";"Y"
385;"Active";"Janelle";"Wuerth";"123-99-7479";"M";;"Y";"Y"
386;"Active";"Aldo";"Schlater";"123-99-7479";"M";;"Y";"Y"
387;"Closed";"Pratley";"Evie";"123-99-7479";"M";;"Y";"Y"
388;"Active";"Hamalak";"Sun";"123-99-7479";"M";1987-11-30;"Y";"Y"
389;"Active";"Tefertiller";"Elmer";"123-99-7479";"M";1999-12-04;"Y";"Y"
390;"Active";"Vanauken";"Gabrielle";"123-99-7479";"M";1987-07-03;"Y";"Y"
391;"Active";"Comoletti";"Lidia";"123-99-7479";"M";1992-08-26;"Y";"Y"
392;"Active";"Llarenas";"Christy";"123-99-7479";"F";1946-02-12;"Y";"Y"
393;"Active";"Lurlene";"Lansberg";"123-99-7479";"M";;"Y";"Y"
394;"Active";"Lino";"Moncher";"123-99-7479";"M";1985-04-20;"Y";"Y"
395;"Active";"Ching";"Shiyou";"123-99-7479";"M";1975-05-25;"Y";"Y"
396;"Closed";"Jerry";"Hobson";"123-99-7479";"M";1985-03-22;"Y";"Y"
397;"Active";"Garnet";"Skarke";"123-99-7479";"M";1943-01-06;"Y";"Y"
398;"Prospect";"Alissa";"Trench";"123-99-7479";"M";1997-11-02;"Y";"Y"
399;"Active";"Adrianna";"Pobre";"123-99-7479";"M";1968-08-24;"Y";"Y"
400;"Active";"Chriswell";"Deangelo";"123-99-7479";"M";1998-11-28;"Y";"Y"
401;"Active";"Sachez";"Larita";"123-99-7479";"M";1988-01-27;"Y";"Y"
402;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1945-12-10;"Y";"Y"
403;"Active";"Marcussen";"Assunta";"123-99-7479";"M";2006-03-10;"Y";"Y"
404;"Active";"Mona";"Klaas";"123-99-7479";"M";1945-03-25;"Y";"Y"
405;"Active";"Marquitta";"Orandello";"123-99-7479";"M";;"Y";"Y"
406;"Prospect";"Dauria";"Abraham";"123-99-7479";"M";1936-12-30;"Y";"Y"
407;"Active";"Steenland";"Altagracia";"123-99-7479";"M";;"Y";"Y"
408;"Closed";"Cristy";"Vanaprasert";"123-99-7479";"M";1958-06-10;"Y";"Y"
409;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1940-06-16;"Y";"Y"
410;"Active";"Christene";"Storck";"123-99-7479";"M";1938-08-25;"Y";"Y"
411;"Active";"Stemmer";"Devona";"123-99-7479";"M";1999-01-27;"Y";"Y"
412;"Active";"Edra";"Alcide";"123-99-7479";"M";1979-04-04;"Y";"Y"
413;"Active";"Cousens";"Susannah";"123-99-7479";"M";;"Y";"Y"
414;"Active";"Beabout";"Matilde";"123-99-7479";"M";1957-12-28;"Y";"Y"
415;"Prospect";"Allegrini";"Joanie";"123-99-7479";"M";;"Y";"Y"
416;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1951-03-02;"Y";"Y"
417;"Closed";"Kolesnik";"Danna";"123-99-7479";"M";1996-08-14;"Y";"Y"
418;"Active";"Soshnik";"Devona";"123-99-7479";"M";1983-11-06;"Y";"Y"
419;"Active";"Andreas";"Askland";"123-99-7479";"M";1966-09-22;"Y";"Y"
420;"Closed";"Orahood";"Joseph";"123-99-7479";"M";1953-09-14;"Y";"Y"
421;"Closed";"Georgeanna";"Drapkin";"123-99-7479";"M";1973-03-31;"Y";"Y"
422;"Active";"Dilucca";"Remona";"123-99-7479";"M";1971-11-28;"Y";"Y"
423;"Prospect";"Pamula";"Masterton";"123-99-7479";"M";1995-10-22;"Y";"Y"
424;"Active";"Kathie";"Loftus";"123-99-7479";"M";1946-06-12;"Y";"Y"
425;"Active";"Dan";"Barbour";"123-99-7479";"M";1941-09-09;"Y";"Y"
426;"Active";"Schwalbe";"Laurice";"123-99-7479";"M";1967-06-21;"Y";"Y"
427;"Active";"Bleazard";"Meaghan";"123-99-7479";"M";1961-04-23;"Y";"Y"
428;"Active";"Shon";"Mezey";"123-99-7479";"M";;"Y";"Y"
429;"Active";"Sly";"Shandi";"123-99-7479";"M";1975-05-09;"Y";"Y"
430;"Active";"Perugini";"Ciera";"123-99-7479";"M";1969-03-28;"Y";"Y"
431;"Active";"Milch";"Shellie";"123-99-7479";"M";2001-07-13;"Y";"Y"
432;"Active";"Debi";"Lehtinen";"123-99-7479";"M";1996-09-12;"Y";"Y"
433;"Active";"Claude";"Kayat";"123-99-7479";"M";1979-09-09;"Y";"Y"
434;"Active";"Dean";"McCartan";"123-99-7479";"M";;"Y";"Y"
435;"Closed";"Calandra";"Mainard";"123-99-7479";"M";1945-12-12;"Y";"Y"
436;"Active";"Margaret";"Pasion";"123-99-7479";"F";1960-10-26;"Y";"Y"
437;"Active";"Breznak";"Josef";"123-99-7479";"M";1956-08-16;"Y";"Y"
438;"Active";"Pilar";"Hussien";"123-99-7479";"M";1962-12-16;"Y";"Y"
439;"Prospect";"Brendan";"Eyerman";"123-99-7479";"M";1942-07-13;"Y";"Y"
440;"Closed";"Imai";"Alexandria";"123-99-7479";"M";1997-07-26;"Y";"Y"
441;"Active";"Anibal";"Rolon";"123-99-7479";"M";;"Y";"Y"
442;"Active";"Amie";"Shelling";"123-99-7479";"M";;"Y";"Y"
443;"Active";"Davies";"Matilda";"123-99-7479";"M";1948-07-16;"Y";"Y"
444;"Active";"Fabian";"Madan";"123-99-7479";"M";2000-07-11;"Y";"Y"
445;"Active";"McKinley";"Bove";"123-99-7479";"M";;"Y";"Y"
446;"Active";"Adolfo";"Zhou";"123-99-7479";"M";;"Y";"Y"
447;"Active";"Singco";"Granville";"123-99-7479";"M";1939-03-04;"Y";"Y"
448;"Active";"Lindsley";"Tod";"123-99-7479";"M";1989-04-09;"Y";"Y"
449;"Active";"Osmun";"Lucina";"123-99-7479";"M";1986-09-04;"Y";"Y"
450;"Active";"Lauran";"Greis";"123-99-7479";"M";1934-02-10;"Y";"Y"
451;"Active";"Heilman";"Deanne";"123-99-7479";"M";1989-01-29;"Y";"Y"
452;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1953-09-16;"Y";"Y"
453;"Prospect";"Lesslie";"Dexter";"123-99-7479";"M";1946-07-05;"Y";"Y"
454;"Active";"Boclair";"Iola";"123-99-7479";"M";1957-12-10;"Y";"Y"
455;"Active";"Knott";"Sonya";"123-99-7479";"M";1995-03-01;"Y";"Y"
456;"Active";"Tracie";"Emmrich";"123-99-7479";"M";1970-09-09;"Y";"Y"
457;"Active";"Castellion";"Kenna";"123-99-7479";"M";;"Y";"Y"
458;"Active";"Ritterbush";"Missy";"123-99-7479";"M";;"Y";"Y"
459;"Active";"Ophelia";"Gros";"123-99-7479";"M";1988-02-26;"Y";"Y"
460;"Prospect";"Annelle";"Aina";"123-99-7479";"M";1974-08-26;"Y";"Y"
461;"Active";"Byron";"McCraken";"123-99-7479";"M";1963-12-28;"Y";"Y"
462;"Active";"Reidinger";"Leonora";"123-99-7479";"M";1985-05-30;"Y";"Y"
463;"Prospect";"Salsgiver";"Lavada";"123-99-7479";"M";1939-01-24;"Y";"Y"
464;"Active";"Johana";"Chicharello";"123-99-7479";"M";1995-04-24;"Y";"Y"
465;"Active";"Ardelia";"Rieber";"123-99-7479";"M";1966-06-05;"Y";"Y"
466;"Active";"Lighthill";"Janet";"123-99-7479";"F";1950-12-16;"Y";"Y"
467;"Prospect";"Rioux";"Lucius";"123-99-7479";"M";1954-12-13;"Y";"Y"
468;"Active";"Horacio";"Peery";"123-99-7479";"M";;"Y";"Y"
469;"Active";"Pereyda";"Kellee";"123-99-7479";"M";1955-08-30;"Y";"Y"
470;"Active";"Daehn";"Cherry";"123-99-7479";"M";1948-05-04;"Y";"Y"
471;"Active";"Polhamus";"Janeen";"123-99-7479";"M";;"Y";"Y"
472;"Active";"Agnus";"Kaufman";"123-99-7479";"M";1954-01-29;"Y";"Y"
473;"Active";"Deming";"Lupe";"123-99-7479";"M";;"Y";"Y"
474;"Active";"Verline";"Lavanway";"123-99-7479";"M";;"Y";"Y"
475;"Prospect";"Renfrew";"Lia";"123-99-7479";"M";1985-01-02;"Y";"Y"
476;"Active";"Hadges";"Malcolm";"123-99-7479";"M";1934-07-15;"Y";"Y"
477;"Active";"Monsees";"Mayola";"123-99-7479";"M";1989-08-08;"Y";"Y"
478;"Active";"Rives";"Eartha";"123-99-7479";"M";;"Y";"Y"
479;"Prospect";"Doughton";"Melda";"123-99-7479";"M";1956-10-14;"Y";"Y"
480;"Closed";"Dorset";"Mellissa";"123-99-7479";"M";2003-05-21;"Y";"Y"
481;"Active";"Seabrooke";"Maricruz";"123-99-7479";"M";2002-09-02;"Y";"Y"
482;"Active";"Zachery";"Gladu";"123-99-7479";"M";1981-05-14;"Y";"Y"
483;"Active";"Fong";"Nicol";"123-99-7479";"M";;"Y";"Y"
484;"Prospect";"Erich";"Haddad";"123-99-7479";"M";1984-02-24;"Y";"Y"
485;"Active";"Brehant";"Onie";"123-99-7479";"M";;"Y";"Y"
486;"Active";"Mohammad";"Kolter";"123-99-7479";"M";1992-11-14;"Y";"Y"
487;"Active";"Lederhos";"Zelda";"123-99-7479";"M";;"Y";"Y"
488;"Active";"Campolongo";"Dylan";"123-99-7479";"M";;"Y";"Y"
489;"Active";"Foddrill";"Ivelisse";"123-99-7479";"M";;"Y";"Y"
490;"Active";"Blyther";"Toshiko";"123-99-7479";"M";1966-04-04;"Y";"Y"
491;"Active";"Schuring";"Dakota";"123-99-7479";"M";1986-01-19;"Y";"Y"
492;"Active";"Wolever";"Paul";"123-99-7479";"M";1981-06-08;"Y";"Y"
493;"Active";"Sharie";"Lagadinos";"123-99-7479";"M";;"Y";"Y"
494;"Closed";"Vanarsdale";"Jonathon";"123-99-7479";"M";1945-06-16;"Y";"Y"
495;"Active";"Chalupa";"Georgia";"123-99-7479";"F";1968-07-25;"Y";"Y"
496;"Active";"Hoffmeister";"Ivana";"123-99-7479";"M";1970-07-15;"Y";"Y"
497;"Prospect";"Trumball";"Dreama";"123-99-7479";"M";;"Y";"Y"
498;"Prospect";"Kirkley";"Carmella";"123-99-7479";"M";1993-07-10;"Y";"Y"
499;"Active";"Severn";"Isela";"123-99-7479";"M";;"Y";"Y"
500;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1957-08-10;"Y";"Y"
501;"Active";"Celenza";"Ahmad";"123-99-7479";"M";1980-02-26;"Y";"Y"
502;"Active";"Hindall";"Joey";"123-99-7479";"M";1934-07-24;"Y";"Y"
503;"Closed";"Neda";"Novick";"123-99-7479";"M";1992-09-20;"Y";"Y"
504;"Active";"Mitchell";"Bielefeld";"123-99-7479";"M";1987-01-11;"Y";"Y"
505;"Active";"Carbone";"Colin";"123-99-7479";"M";1951-03-16;"Y";"Y"
506;"Active";"Woodrow";"Varoz";"123-99-7479";"M";2002-04-20;"Y";"Y"
507;"Active";"Agne";"Dacia";"123-99-7479";"M";1945-04-29;"Y";"Y"
508;"Active";"Ethel";"Stallones";"123-99-7479";"F";1953-06-05;"Y";"Y"
509;"Active";"Bess";"Reasinger";"123-99-7479";"M";;"Y";"Y"
510;"Active";"Karleen";"Kornbau";"123-99-7479";"M";;"Y";"Y"
511;"Active";"Monique";"Hofe";"123-99-7479";"M";2006-02-14;"Y";"Y"
512;"Closed";"Ebarb";"Estela";"123-99-7479";"M";1941-09-20;"Y";"Y"
513;"Closed";"Klohr";"Joleen";"123-99-7479";"M";1948-02-08;"Y";"Y"
514;"Prospect";"Freeda";"Lembcke";"123-99-7479";"M";1961-01-14;"Y";"Y"
515;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1970-01-01;"Y";"Y"
516;"Active";"McKinley";"Moseley";"123-99-7479";"M";1990-09-05;"Y";"Y"
517;"Active";"Haltiwanger";"Cari";"123-99-7479";"M";;"Y";"Y"
518;"Prospect";"Ta";"Kimmet";"123-99-7479";"M";1972-02-19;"Y";"Y"
519;"Active";"Therese";"Dusak";"123-99-7479";"M";1945-02-03;"Y";"Y"
520;"Prospect";"Bance";"Jon";"123-99-7479";"M";1990-01-13;"Y";"Y"
521;"Active";"Larabel";"Shanelle";"123-99-7479";"M";1936-10-15;"Y";"Y"
522;"Active";"Ouch";"Jodi";"123-99-7479";"M";1946-02-19;"Y";"Y"
523;"Closed";"Garia";"Hanh";"123-99-7479";"M";1983-04-27;"Y";"Y"
524;"Prospect";"Rombult";"Laurel";"123-99-7479";"M";;"Y";"Y"
525;"Active";"Zetina";"Charlyn";"123-99-7479";"M";;"Y";"Y"
526;"Active";"Campany";"Terisa";"123-99-7479";"M";;"Y";"Y"
527;"Active";"Mellott";"Glady";"123-99-7479";"M";2004-08-05;"Y";"Y"
528;"Active";"Lorraine";"Stickrath";"123-99-7479";"F";;"Y";"Y"
529;"Active";"Holibaugh";"Reanna";"123-99-7479";"M";1971-11-03;"Y";"Y"
530;"Active";"Bacigalupo";"Caron";"123-99-7479";"M";1972-07-28;"Y";"Y"
531;"Active";"Deardon";"Emilie";"123-99-7479";"M";1990-09-03;"Y";"Y"
532;"Prospect";"Renato";"Diamantopoulo";"123-99-7479";"M";1983-11-30;"Y";"Y"
533;"Active";"Allcock";"Maddie";"123-99-7479";"M";1994-03-24;"Y";"Y"
534;"Prospect";"Bill";"Eames";"123-99-7479";"M";1940-12-06;"Y";"Y"
535;"Active";"Bolder";"Patti";"123-99-7479";"M";1933-07-14;"Y";"Y"
536;"Closed";"Chueng";"Nick";"123-99-7479";"M";1946-11-14;"Y";"Y"
537;"Closed";"Sangiacomo";"Stacee";"123-99-7479";"M";1998-05-14;"Y";"Y"
538;"Active";"Lenfest";"Joe";"123-99-7479";"M";;"Y";"Y"
539;"Active";"Yaeko";"Marzec";"123-99-7479";"M";1994-05-07;"Y";"Y"
540;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1952-07-06;"Y";"Y"
541;"Active";"Jacquelyne";"Westerlund";"123-99-7479";"M";;"Y";"Y"
542;"Active";"Robby";"Xue";"123-99-7479";"M";1969-08-20;"Y";"Y"
543;"Active";"Jan";"Olexa";"123-99-7479";"M";;"Y";"Y"
544;"Active";"Gura";"Elidia";"123-99-7479";"M";1972-12-31;"Y";"Y"
545;"Prospect";"Mercy";"Pergerson";"123-99-7479";"M";1978-07-08;"Y";"Y"
546;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";1986-09-05;"Y";"Y"
547;"Prospect";"Holly";"Wertheim";"123-99-7479";"F";2001-07-12;"Y";"Y"
548;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1951-07-25;"Y";"Y"
549;"Active";"Norman";"Rubottom";"123-99-7479";"M";1963-10-16;"Y";"Y"
550;"Active";"Cardenal";"Carolina";"123-99-7479";"M";;"Y";"Y"
551;"Prospect";"Toal";"Keely";"123-99-7479";"M";;"Y";"Y"
552;"Active";"Southworth";"Debrah";"123-99-7479";"M";1996-07-12;"Y";"Y"
553;"Active";"Laber";"Matt";"123-99-7479";"M";1973-01-29;"Y";"Y"
554;"Prospect";"Felisa";"Reevers";"123-99-7479";"M";;"Y";"Y"
555;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
556;"Active";"Fahlstedt";"Cherelle";"123-99-7479";"M";;"Y";"Y"
557;"Active";"Elsy";"Esponda";"123-99-7479";"M";2003-08-29;"Y";"Y"
558;"Active";"Hillsman";"Jean";"123-99-7479";"F";1971-06-06;"Y";"Y"
559;"Prospect";"Nurse";"Lloyd";"123-99-7479";"M";1942-05-09;"Y";"Y"
560;"Active";"Toppen";"Peggie";"123-99-7479";"M";1972-07-25;"Y";"Y"
561;"Closed";"Remick";"Myron";"123-99-7479";"M";;"Y";"Y"
562;"Active";"Henkle";"Carolyne";"123-99-7479";"M";;"Y";"Y"
563;"Closed";"Trainor";"Akiko";"123-99-7479";"M";1992-05-17;"Y";"Y"
564;"Closed";"Graziani";"Cristie";"123-99-7479";"M";;"Y";"Y"
565;"Active";"Malorie";"Hortin";"123-99-7479";"M";1971-12-11;"Y";"Y"
566;"Active";"Nate";"Chase";"123-99-7479";"M";1992-11-22;"Y";"Y"
567;"Active";"Betzold";"Faith";"123-99-7479";"M";;"Y";"Y"
568;"Active";"Layla";"Minier";"123-99-7479";"M";1983-09-29;"Y";"Y"
569;"Active";"Starkman";"Teresa";"123-99-7479";"F";2000-09-18;"Y";"Y"
570;"Active";"Matilda";"Tahu";"123-99-7479";"M";;"Y";"Y"
571;"Active";"Eldib";"Ji";"123-99-7479";"M";1935-09-28;"Y";"Y"
572;"Prospect";"Miramon";"Gretta";"123-99-7479";"M";1998-04-05;"Y";"Y"
573;"Active";"Payment";"Cherly";"123-99-7479";"M";;"Y";"Y"
574;"Active";"Lauretta";"Oles";"123-99-7479";"M";1979-10-03;"Y";"Y"
575;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1968-08-16;"Y";"Y"
576;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1978-02-02;"Y";"Y"
577;"Active";"Adrianne";"Diangelis";"123-99-7479";"M";;"Y";"Y"
578;"Closed";"Magginson";"Jody";"123-99-7479";"M";;"Y";"Y"
579;"Prospect";"Demasters";"Felipe";"123-99-7479";"M";1936-10-16;"Y";"Y"
580;"Closed";"Gosier";"Connie";"123-99-7479";"F";2005-12-26;"Y";"Y"
581;"Active";"Christou";"Irene";"123-99-7479";"F";1970-12-17;"Y";"Y"
582;"Active";"Monserrate";"Pannell";"123-99-7479";"M";;"Y";"Y"
583;"Active";"Verona";"Marcone";"123-99-7479";"M";1956-03-02;"Y";"Y"
584;"Prospect";"Logemann";"Tula";"123-99-7479";"M";1942-01-30;"Y";"Y"
585;"Active";"Leigha";"Skyers";"123-99-7479";"M";1947-06-28;"Y";"Y"
586;"Closed";"Florinda";"McEnery";"123-99-7479";"M";1998-10-23;"Y";"Y"
587;"Active";"Getler";"Tonette";"123-99-7479";"M";1960-08-31;"Y";"Y"
588;"Active";"Dorathy";"Baune";"123-99-7479";"M";1978-12-01;"Y";"Y"
589;"Active";"Casal";"Arielle";"123-99-7479";"M";1986-07-20;"Y";"Y"
590;"Active";"Phoebe";"Lindzy";"123-99-7479";"M";1951-06-18;"Y";"Y"
591;"Closed";"Runels";"Hilton";"123-99-7479";"M";;"Y";"Y"
592;"Prospect";"Bouy";"Cora";"123-99-7479";"M";1985-12-06;"Y";"Y"
593;"Prospect";"Dakota";"Leder";"123-99-7479";"M";1998-10-31;"Y";"Y"
594;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";2005-01-05;"Y";"Y"
595;"Active";"Trimarchi";"Kory";"123-99-7479";"M";1991-07-13;"Y";"Y"
596;"Active";"Don";"Obryon";"123-99-7479";"M";1953-05-13;"Y";"Y"
597;"Active";"Prost";"Paulette";"123-99-7479";"M";1998-02-26;"Y";"Y"
598;"Active";"Helmbright";"Richelle";"123-99-7479";"M";;"Y";"Y"
599;"Active";"Pompilio";"Randi";"123-99-7479";"M";;"Y";"Y"
600;"Active";"Beuchat";"Garland";"123-99-7479";"M";1946-07-06;"Y";"Y"
601;"Active";"Wahn";"Marc";"123-99-7479";"M";1973-11-26;"Y";"Y"
602;"Active";"Deval";"Hisako";"123-99-7479";"M";1970-09-30;"Y";"Y"
603;"Active";"Jutta";"Jaudon";"123-99-7479";"M";1968-12-06;"Y";"Y"
604;"Active";"Liliana";"Merrett";"123-99-7479";"M";;"Y";"Y"
605;"Active";"Daricek";"Abbie";"123-99-7479";"M";1983-07-26;"Y";"Y"
606;"Prospect";"Stefany";"Fishbeck";"123-99-7479";"M";;"Y";"Y"
607;"Closed";"McGlon";"Gia";"123-99-7479";"M";;"Y";"Y"
608;"Active";"Cristin";"Rozema";"123-99-7479";"M";1998-04-16;"Y";"Y"
609;"Active";"Enedina";"Santagata";"123-99-7479";"M";1952-12-27;"Y";"Y"
610;"Closed";"Alesha";"Fosnaugh";"123-99-7479";"M";2005-08-09;"Y";"Y"
611;"Prospect";"Dahmen";"Tamara";"123-99-7479";"F";1988-06-02;"Y";"Y"
612;"Active";"Obryan";"Florentino";"123-99-7479";"M";1948-10-17;"Y";"Y"
613;"Active";"Vandeveer";"Carolann";"123-99-7479";"M";1973-10-30;"Y";"Y"
614;"Closed";"Prima";"Rosalie";"123-99-7479";"M";;"Y";"Y"
615;"Active";"Zellers";"Hannelore";"123-99-7479";"M";2006-07-28;"Y";"Y"
616;"Closed";"Lewi";"Noelia";"123-99-7479";"M";1956-09-22;"Y";"Y"
617;"Closed";"Macauley";"Amy";"123-99-7479";"F";1973-02-26;"Y";"Y"
618;"Active";"Zari";"Margrett";"123-99-7479";"M";;"Y";"Y"
619;"Closed";"Lulu";"Gunlock";"123-99-7479";"M";1971-08-17;"Y";"Y"
620;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2000-11-11;"Y";"Y"
621;"Prospect";"Thonen";"Misti";"123-99-7479";"M";1941-04-12;"Y";"Y"
622;"Active";"Shellie";"Cupe";"123-99-7479";"M";1946-04-19;"Y";"Y"
623;"Prospect";"Terrett";"Rolf";"123-99-7479";"M";1943-02-05;"Y";"Y"
624;"Active";"Madden";"Betty";"123-99-7479";"F";1961-09-12;"Y";"Y"
625;"Prospect";"Antione";"Angelozzi";"123-99-7479";"M";2001-04-03;"Y";"Y"
626;"Prospect";"Drentlaw";"Cassie";"123-99-7479";"M";1946-02-15;"Y";"Y"
627;"Active";"Kubley";"Jocelyn";"123-99-7479";"M";1951-08-26;"Y";"Y"
